filename	predicted	ground_truth
common_voice_en_41682330_resampled.wav	It happens all the time	It happens all the time.
common_voice_en_41682331_resampled.wav	However this hypothesisis disputed	However, this hypothesis is disputed.
common_voice_en_41682332_resampled.wav	It drew inspiration from the earlier play wit at several weapons	"It drew inspiration from the earlier play ""wit at several weapons""."
common_voice_en_41682333_resampled.wav	Non legally recognized or documented property rights are known as informal property rights	Non-legally recognized or documented property rights are known as informal property rights.
common_voice_en_41682334_resampled.wav	These quarters were accessed by a bridge which still stands	These quarters were accessed by a bridge which still stands.
common_voice_en_41682335_resampled.wav	Its softer arranges from destop to business sofuare for enterprises	Its software ranges from desktop to business software for enterprises.
common_voice_en_41682336_resampled.wav	Ryen newman was the pole sitter	Ryan newman was the polesitter.
common_voice_en_41682337_resampled.wav	No non member was allowed entrance	No non-member was allowed entrance.
common_voice_en_41682338_resampled.wav	As this daily routine carries on eric meets more and more injured soldiers	As this daily routine carries on erik meets more and more injured soldiers.
common_voice_en_41682339_resampled.wav	Regular services were provided by the district railway with joint stock	Regular services were provided by the district railway with joint stock.
common_voice_en_41682340_resampled.wav	The bank is now commonly referred to as the saint george banking group	The bank is now commonly referred to as the st.george banking group.
common_voice_en_41682341_resampled.wav	Throughout rural yorkshire the old distinction between nominative and objective is preserved	Throughout rural yorkshire, the old distinction between nominative and objective is preserved.
common_voice_en_41682342_resampled.wav	The letter ran in several bay area newspapers	The letter ran in several bay area newspapers.
common_voice_en_41682343_resampled.wav	Furthermore these muten mice had difficulty in training to light dark cycles	Furthermore, these mutant mice had difficulty entraining to light-dark cycles.
common_voice_en_41682344_resampled.wav	Saint john's is a not for profit entity and receives no state or federal funding	Saint john's is a not-for-profit entity and receives no state or federal funding.
common_voice_en_41682345_resampled.wav	These cases are described with the terms collective number and singulative number	"These cases are described with the terms ""collective number"" and ""singulative number""."
common_voice_en_41682346_resampled.wav	He has ofthered seven monographs and over seventy articles and has edited seven bulks	He has authored seven monographs and over seventy articles and has edited seven books.
common_voice_en_41682347_resampled.wav	It served plattsburg in the western side of lake champlain	It served plattsburgh and the western side of lake champlain.
common_voice_en_41682348_resampled.wav	North babylon is a community in the town of babylon	North babylon is a community in the town of babylon.
common_voice_en_41682349_resampled.wav	He was called on to stage after the curtain where he received enthusiastic applause	He was called onto stage after the curtain, where he received enthusiastic applause.
common_voice_en_41682350_resampled.wav	There he headed the front for the liberation of viran a monarchist opposition group	There he headed the front for the liberation of iran, a monarchist opposition group.
common_voice_en_41682351_resampled.wav	This ensim is involved in targeting protenes for degradation within cells	This enzyme is involved in targeting proteins for degradation within cells.
common_voice_en_41682352_resampled.wav	At rigmont the auditorium stage fly was decorated at the corners in contrasting brick	At ridgemont the auditorium stage fly was decorated at the corners in contrasting brick.
common_voice_en_41682353_resampled.wav	The woral navy could also feed in information from their ships	The royal navy could also feed in information from their ships.
common_voice_en_41682354_resampled.wav	Hastings is a proponent of innernete television and sees it as the future	Hastings is a proponent of internet television and sees it as the future.
common_voice_en_41682355_resampled.wav	Among the biggest concerns for the government was the return of organized labor	Among the biggest concerns for the government was the return of organized labor.
common_voice_en_41682356_resampled.wav	Brave saved the best for last	Graves' saved the best for last.
common_voice_en_41682357_resampled.wav	Gifford was not offered a new roll by the network	Gifford was not offered a new role by the network.
common_voice_en_41682358_resampled.wav	The results corresponded closely to those obtained experimentally by myers at oxford	The results corresponded closely to those obtained experimentally by myers at oxford.
common_voice_en_41682359_resampled.wav	The team played first in athletic park and later nicolette park	The team played first in athletic park and later nicollet park.
common_voice_en_41682360_resampled.wav	Exit h is also accessible from the east rail line northern concourse	Exit h is also accessible from the east rail line northern concourse.
common_voice_en_41682361_resampled.wav	In several cases the doctrine was in fact not applied	In several cases, the doctrine was in fact not applied.
common_voice_en_41682362_resampled.wav	Sugar cocoat coffee bananas and rum are important exports of jamaica	Sugar, cocoa, coffee, bananas, and rum are important exports of jamaica.
common_voice_en_41682363_resampled.wav	The defence is trying to break down the tackle box as quickly as possible	The defense is trying to break down the tackle box as quickly as possible.
common_voice_en_41682364_resampled.wav	They feature in an ornamentation of spirally arranged ridges	They feature an ornamentation of spirally arranged ridges.
common_voice_en_41682375_resampled.wav	Dirlings on the oceans of eternity fictonalizes hook's exploits	"Stirling's ""on the oceans of eternity"" fictionalizes hook's exploits."
common_voice_en_41682376_resampled.wav	Since its inception nicholl's hills has maintained strict land use restrictions and zoning ordinances	Since its inception, nichols hills has maintained strict land use restrictions and zoning ordinances.
common_voice_en_41682377_resampled.wav	Commonly they were hunted by coordinated acts of fighters	Commonly they were hunted by co-ordinated packs of fighters.
common_voice_en_41682378_resampled.wav	Perkins to enter the maritime fur trade themselves	Perkins to enter the maritime fur trade themselves.
common_voice_en_41682379_resampled.wav	They were typically saved for special occasions such as guest beds	They were typically saved for special occasions, such as guest beds.
common_voice_en_41682380_resampled.wav	The film made a lost during its theatrical release	The film made a loss during its theatrical release.
common_voice_en_41682381_resampled.wav	These are distinguished as c and f in the below lists	"These are distinguished as ""c"" and ""f"" in the below lists."
common_voice_en_41682382_resampled.wav	O grove is notable as the birthplace of wildbill helcock and kate austen	Troy grove is notable as the birthplace of wild bill hickok and kate austin.
common_voice_en_41682383_resampled.wav	Demata finished ninth after a fairly anonymous race	Da matta finished ninth after a fairly anonymous race.
common_voice_en_41682384_resampled.wav	It migrates to northeast africa passing through south west asia on the way	It migrates to northeast africa, passing through southwest asia on the way.
common_voice_en_41682385_resampled.wav	Extensive surgery may lead to scarr tissue developing inside the child's foot	Extensive surgery may lead to scar tissue developing inside the child's foot.
common_voice_en_41682386_resampled.wav	Whednside has the older original estate	One side has the older, original estate.
common_voice_en_41682387_resampled.wav	A primary mission of civil affairs is to conduct civil military operations	The primary mission of civil affairs is to conduct civil-military operations.
common_voice_en_41682388_resampled.wav	It remains a roman catholic foundation but takes students of all religious affiliations	It remains a roman catholic foundation but takes students of all religious affiliations.
common_voice_en_41682389_resampled.wav	That's the way bob's creativity worked	That's the way bob's creativity worked.
common_voice_en_41682390_resampled.wav	There are many applications of this problem	There are many applications of this problem.
common_voice_en_41682391_resampled.wav	Davy's bay yachk club is located in mnt eliza	Davey's bay yacht club is located in mount eliza.
common_voice_en_41682392_resampled.wav	Storage of value is one of the three generally accepted functions of money	Storage of value is one of the three generally accepted functions of money.
common_voice_en_41682393_resampled.wav	While at colchester united caesar enjoyed something of a renaissence	While at colchester united, caesar enjoyed something of a renaissance.
common_voice_en_41682394_resampled.wav	State schools on the island now uses a toteer system	State schools on the island now uses a two-tier system.
common_voice_en_41682395_resampled.wav	Like most theoretical computer science conferences its contributions are strongly purereviewed	Like most theoretical computer science conferences its contributions are strongly peer-reviewed.
common_voice_en_41682396_resampled.wav	To lighten the burden on transport many regiments replaced their artillery with mountain guns	To lighten the burden on transport, many regiments replaced their artillery with mountain guns.
common_voice_en_41682397_resampled.wav	The longest period between redistributions is at most nine years	The longest period between redistributions is at most nine years.
common_voice_en_41682398_resampled.wav	What's left o sophisticated craft and fashionably hoky cynicism	What's left is sophisticated craft and fashionably hokey cynicism.
common_voice_en_41682399_resampled.wav	There were near riots outside the close banks and confidence in the colonies finances plummeted	There were near-riots outside the closed banks, and confidence in the colony's finances plummeted.
common_voice_en_41682400_resampled.wav	Because dislocation motion is hindered classic deformation cannot occur at normal stresses	Because dislocation motion is hindered, plastic deformation cannot occur at normal stresses.
common_voice_en_41682401_resampled.wav	This can be seen in discussions of natural law and positive law	This can be seen in discussions of natural law and positive law.
common_voice_en_41682402_resampled.wav	Treats such as cake and candy buffets can also be served for guests	Treats such as cake and candy buffets can also be served for guests.
common_voice_en_41682403_resampled.wav	To avoid going into debt please make a payment now	To avoid going into debt, please make a payment now.
common_voice_en_41682404_resampled.wav	Prepare to die	Prepare to die.
common_voice_en_41682405_resampled.wav	However the windows could only be selected with the mouse this became cumbersome	However, the windows could only be selected with the mouse, this became cumbersome.
common_voice_en_41682441_resampled.wav	Cooperative breeding constitutes a unique case of allo parenting with a specific evolution	Cooperative breeding constitutes a unique case of alloparenting with a specific evolution.
common_voice_en_41682442_resampled.wav	It also reviews and approves the town budget annually	It also reviews and approves the town budget annually.
common_voice_en_41682443_resampled.wav	The show showcase winners of various keywee sea in contests over recent years	The show showcased winners of various kiwi singing contests over recent years.
common_voice_en_41682444_resampled.wav	All but one still operating to day	All but one still operating today.
common_voice_en_41682445_resampled.wav	This decline has been attributed to many factors	This decline has been attributed to many factors.
common_voice_en_41682446_resampled.wav	Its main industries are agricultural forestery and the harvesting of wild blueberries	Its main industries are agricultural: forestry and the harvesting of wild blueberries.
common_voice_en_41682447_resampled.wav	She married roger moyer former mayor of annapolis and had five children with him	She married roger moyer, former mayor of annapolis, and had five children with him.
common_voice_en_41682448_resampled.wav	Not much is known about the early life of turbo	Not much is known about the early life of turbo.
common_voice_en_41682449_resampled.wav	Woth of them accept fettings ministry and messages but not draves	Both of them accept fetting's ministry and messages, but not draves'.
common_voice_en_41682450_resampled.wav	I have endeavoured to obtain similar pictures of the bones of the hand	I have endeavored to obtain similar pictures of the bones of the hand.
common_voice_en_41682451_resampled.wav	In a light coaxyle cable or twisted pear the wiring has no inherent noise rejection	And unlike coaxial cable or twisted-pair, the wiring has no inherent noise rejection.
common_voice_en_41682452_resampled.wav	This plant is easy to care for and grows best in moist well drained soil	This plant is easy to care for and grows best in moist, well-drained soil.
common_voice_en_41682453_resampled.wav	Styles very reginally and by period	Styles vary regionally and by period.
common_voice_en_41682454_resampled.wav	Whilst in prison she committed suicide	Whilst in prison, she committed suicide.
common_voice_en_41682455_resampled.wav	Whenever possible he took his own steinway piano with him on tour	Whenever possible he took his own steinway piano with him on tour.
common_voice_en_41682456_resampled.wav	These however were turned down by the allies	These, however, were turned down by the allies.
common_voice_en_41682457_resampled.wav	Most modern naudical charts indicate depth in meters	Most modern nautical charts indicate depth in metres.
common_voice_en_41682458_resampled.wav	Having expended all her charges jones returned to new york to rearme	"Having expended all her charges, ""jones"" returned to new york to rearm."
common_voice_en_41682459_resampled.wav	He also played matches in the war time league to boost's civilian moral	He also played matches in the war-time league to boost civilian morale.
common_voice_en_41682460_resampled.wav	Always curtly rebuffs her employe and denies the request	Eloise curtly rebuffs her employee and denies the request.
common_voice_en_41682461_resampled.wav	Lattensburg has had significant historical changes in the students it has served	Bladensburg has had significant historical changes in the students it has served.
common_voice_en_41682463_resampled.wav	All the inhabitants are subject to him and must do his bidding	All the inhabitants are subject to him and must do his bidding.
common_voice_en_41682464_resampled.wav	Outside of strizan's native country the single found similar commercial success	Outside of streisand's native country, the single found similar commercial success.
common_voice_en_41682465_resampled.wav	The charity also runs a fund to help those facing hardships throughout surrey	The charity also runs a fund to help those facing hardship throughout surrey.
common_voice_en_41682466_resampled.wav	Art in general regularly organizes other programs and exhibitions	Art in general regularly organizes other programs and exhibitions.
common_voice_en_41682468_resampled.wav	Hering lows can be inherited	Hearing loss can be inherited.
common_voice_en_41682469_resampled.wav	A similar scholarship offer from paris was also rejected by the authorities	A similar scholarship offer from paris was also rejected by the authorities.
common_voice_en_41682470_resampled.wav	Not long after they learned about the seventh day sabbath	Not long after they learned about the seventh-day sabbath.
common_voice_en_41682471_resampled.wav	The principal treatment for annaphylaxis is epinefhron as an injection	The principal treatment for anaphylaxis is epinephrine as an injection.
common_voice_en_41682472_resampled.wav	She also cutch his local lacross	She also coaches local lacrosse.
common_voice_en_41682473_resampled.wav	In these particular applications loss of packets is not usually a fatal problem	In these particular applications, loss of packets is not usually a fatal problem.
common_voice_en_41682474_resampled.wav	I put it in the diary	I've put it in the diary.
common_voice_en_41682475_resampled.wav	It was named for john pascoe faucner one of the founders of melbin	It was named for john pascoe fawkner, one of the founders of melbourne.
common_voice_en_41682476_resampled.wav	They are destination for bicycle camping see kayakking wind serfing and kaite serfing	They are a destination for bicycle camping, sea kayaking, windsurfing and kitesurfing.
common_voice_en_41682482_resampled.wav	Win pushed a high wall of water into the starboard side	The wind pushed a high wall of water into the starboard side.
common_voice_en_41682483_resampled.wav	Will chair and pram access to the platforms is possible be the access rams	Wheelchair and pram access to the platforms is possible, via the access ramps.
common_voice_en_41682484_resampled.wav	Gilmor was born in brownville nebraska to andrew gilmore and sarah jane allan hall	Gilmore was born in brownville, nebraska to andrew gilmore and sarah jane allen hall.
common_voice_en_41682486_resampled.wav	She graduated from the university of maryland pollege park	She graduated from the university of maryland college park.
common_voice_en_41682492_resampled.wav	These scenes are cut by the band's plane	These scenes are cut by the band's playing.
common_voice_en_41682493_resampled.wav	When he wen here the last time ded thought he was his derby horse	When he won here the last time dad thought he was his derby horse.
common_voice_en_41682494_resampled.wav	From the traveller's perspective a destination might be perceived quite differently	From the traveler perspective, a destination might be perceived quite differently.
common_voice_en_41682495_resampled.wav	Various time periods and places have seen large crypto christian cults and underground movements	Various time periods and places have seen large crypto-christian cults and underground movements.
common_voice_en_41682496_resampled.wav	Following this a ralley was held at marble arch	Following this, a rally was held at marble arch.
common_voice_en_41682497_resampled.wav	Media coverige also lack critical assestment of party platforms	Media coverage also lacked critical assessment of party platforms.
common_voice_en_41682498_resampled.wav	Her name is the source of the word hyjen	"Her name is the source of the word ""hygiene""."
common_voice_en_41682499_resampled.wav	The lower chamber is fully submerged	The lower chamber is fully submerged.
common_voice_en_41682500_resampled.wav	This neighborhood is composed of mainly low density residential properties	This neighbourhood is composed of mainly low density residential properties.
common_voice_en_41682501_resampled.wav	The county seat alberkirkey is the most populous city in new mexico	The county seat, albuquerque, is the most populous city in new mexico.
common_voice_en_41682507_resampled.wav	I have taken care to ascertain that	I have taken care to ascertain that.
common_voice_en_41682508_resampled.wav	He was awarded various titles	He was awarded various titles.
common_voice_en_41682509_resampled.wav	Their life expectancy is about fifteen years	Their life expectancy is about fifteen years.
common_voice_en_41682510_resampled.wav	The cars are suspended from a single rail built underneath a supporting steel frame	The cars are suspended from a single rail built underneath a supporting steel frame.
common_voice_en_41682511_resampled.wav	Platform b is eight cars long	Platform b is eight cars long.
common_voice_en_41682512_resampled.wav	All tracts written by david gilmore except where noted	All tracks written by david gilmour, except where noted.
common_voice_en_41682513_resampled.wav	Her career was a short one spanding only three years	Her career was a short one, spanning only three years.
common_voice_en_41682514_resampled.wav	Chemical reactions take place at both poles	Chemical reactions take place at both poles.
common_voice_en_41682515_resampled.wav	Almost one thousand citizens died or disappeared during the fights	Almost one thousand citizens died or disappeared during the fights.
common_voice_en_41682516_resampled.wav	They extensively towards south italy	They extensively toured south-italy.
common_voice_en_41682517_resampled.wav	This flow travels as a wave until it expands creating a worm hole	This flow travels as a wave until it expands creating a wormhole.
common_voice_en_41682528_resampled.wav	It was the first and only fatal accident in the mono rail's history	It was the first, and only, fatal accident in the monorail's history.
common_voice_en_41682529_resampled.wav	She was awarded the american telemedicine association award for individual leadership	She was awarded the american telemedicine association award for individual leadership.
common_voice_en_41682530_resampled.wav	In musical acoustics he noted the importance of vibration on continents and discenents	In musical acoustics, he noted the importance of vibration on consonance and dissonance.
common_voice_en_41682532_resampled.wav	It replaced the south african defense force	It replaced the south african defence force.
common_voice_en_41682553_resampled.wav	Despite its heavy public mandate serious disagreements appeared within the party	Despite its heavy public mandate, serious disagreements appeared within the party.
common_voice_en_41682554_resampled.wav	Its concert master ferdinand david had invited bronz to have his concherto performed there	Its concertmaster, ferdinand david, had invited brahms to have his concerto performed there.
common_voice_en_41682555_resampled.wav	From there unsealed roads continued further and along the less populated northern shore	From there, unsealed roads continue further and along the less populated northern shore.
common_voice_en_41682556_resampled.wav	This bank was renamed bank juone lafaette	"This bank was rename ""bank one lafayette""."
common_voice_en_41682557_resampled.wav	Due to a valveless design duke engine loses less energy between the power strokes	Due to a valveless design, duke engine loses less energy between the power strokes.
common_voice_en_41682573_resampled.wav	The language is primarily designed for use in the development of business applications	The language is primarily designed for use in the development of business applications.
common_voice_en_41682574_resampled.wav	The broad blunt leaves tend to spread at the base forming close mats	The broad, blunt leaves tend to spread at the base, forming close mats.
common_voice_en_41682575_resampled.wav	Jo stops in the middle of a bite and looks petrified	Jo stops in the middle of a bite and looks petrified.
common_voice_en_41682576_resampled.wav	Afterwit is a synonym with forwi as is antonym	Afterwit is a synonym, with forewit as its antonym.
common_voice_en_41682577_resampled.wav	About one third of florence's population consists of retiries	About one-third of florence's population consists of retirees.
common_voice_en_41682598_resampled.wav	The author of fourteen books he lives in gotian connecticut	The author of fourteen books, he lives in goshen, connecticut.
common_voice_en_41682599_resampled.wav	These concepts can be quickly translated to their mathematical form	These concepts can be quickly 'translated' to their mathematical form.
common_voice_en_41682600_resampled.wav	The suspension front and rear was rubber springs and tortian bars	"The suspension, front and rear, was rubber ""springs"" and torsion bars."
common_voice_en_41682601_resampled.wav	However early edicts apparently refers to lepers and cagots as different categories of undesirables	However, early edicts apparently refer to lepers and cagots as different categories of undesirables.
common_voice_en_41682602_resampled.wav	Contributions from the community paid for the church	Contributions from the community paid for the church.
common_voice_en_41682608_resampled.wav	He studied law and gained a bachelor of law and a bachelor of politics	He studied law and gained a bachelor of law and a bachelor of politics.
common_voice_en_41682609_resampled.wav	He was married to a wardwinning director and actress sarah polly	He was married to award-winning director and actress sarah polley.
common_voice_en_41682610_resampled.wav	Users are typically prompted to down load and view of malicious spile infecting the computer	Users are typically prompted to download and view a malicious file, infecting the computer.
common_voice_en_41682611_resampled.wav	He is also commemorated on the family memorial in holy trinity churchyard foil lake werall	He is also commemorated on the family memorial in holy trinity churchyard, hoylake, wirral.
common_voice_en_41682612_resampled.wav	Separate rules exist for the classification of balloons and rhodocraft	Separate rules exist for the classification of balloons and rotorcraft.
common_voice_en_41682613_resampled.wav	He was determined to remain true to his father's ideals	He was determined to remain true to his father's ideals.
common_voice_en_41682614_resampled.wav	He was buried in greenmount cemetery in baltimore maryland	He was buried in green mount cemetery in baltimore, maryland.
common_voice_en_41682615_resampled.wav	They operated essentially everywhere on new zealand railway network doing a variety of jobs	They operated essentially everywhere on new zealand's railway network doing a variety of jobs.
common_voice_en_41682616_resampled.wav	There is a try m chapter in jordan it's in the baptist school aman	There is a tri-m chapter in jordan, it's in the baptist school amman.
common_voice_en_41682617_resampled.wav	The party was regarded as less extreme than the more popular palestine arab party	The party was regarded as less extreme than the more popular palestine arab party.
common_voice_en_41682618_resampled.wav	However sincinattie's hope of a comback was quickly crushed in the second half	However, cincinnati's hope of a comeback was quickly crushed in the second half.
common_voice_en_41682619_resampled.wav	It was filmed at pipe spring national monument	It was filmed at pipe spring national monument.
common_voice_en_41682620_resampled.wav	The river is also a source of coal	The river is also a source of coal.
common_voice_en_41682621_resampled.wav	Deliveries resumed in october	Deliveries resumed in october.
common_voice_en_41682622_resampled.wav	For team events marks are given per the strength of the team	For team events, marks are given per the strength of the team.
common_voice_en_41682623_resampled.wav	The railways in the country were divided into ten districts	The railways in the country were divided into ten districts.
common_voice_en_41682624_resampled.wav	They had nine children in total	They had nine children in total.
common_voice_en_41682625_resampled.wav	Rocky is the best friend and ally of the western mose bulwinkle	Rocky is the best friend and ally of the western moose, bullwinkle.
common_voice_en_41682626_resampled.wav	Hercules gomez became the first player to score in the rapid's brand new stadium	Herculez gomez became the first player to score in the rapids' brand new stadium.
common_voice_en_41682627_resampled.wav	The first was to uparm the main production run vehicles with the heavier machine gun	The first was to uparm the main production run vehicles with a heavier machine-gun.
common_voice_en_41682628_resampled.wav	He died poor after his bank of minnesota failed five years before he died	He died poor after his bank of minnesota failed five years before he died.
common_voice_en_41682629_resampled.wav	Rex's part in the raver's adventures was minor and showed little of his powers	Rex's part in the ravers adventures was minor, and showed little of his powers.
common_voice_en_41682630_resampled.wav	These are collected near purrie and then transported by road	These are collected near puri and then transported by road.
common_voice_en_41682631_resampled.wav	In such situations an indirect gold or porcelain inlay restoration may be indicated	In such situations, an indirect gold or porcelain inlay restoration may be indicated.
common_voice_en_41682632_resampled.wav	Brigades were flexible formations and rarely maintained the same subunits	Brigades were flexible formations and rarely maintained the same subunits.
common_voice_en_41682633_resampled.wav	Gamefish in the river include brook ground and rainbow trout and mountain whitefish	Game fish in the river include brook, brown, and rainbow trout, and mountain whitefish.
common_voice_en_41682639_resampled.wav	A ban knows commissioned to perform this suite in a collaboration called hyraz	The band was commissioned to perform this suite in a collaboration called hi-rez.
common_voice_en_41682640_resampled.wav	He is a very handsome guy	He is a very handsome guy.
common_voice_en_41682641_resampled.wav	Services were held for the polish and lithuanian communities that had settled in scotland	Services were held for the polish and lithuanian communities that had settled in scotland.
common_voice_en_41682642_resampled.wav	A boundary commission was established to consider redrawing it	A boundary commission was established to consider re-drawing it.
common_voice_en_41682643_resampled.wav	It would have been closely related to the norn language of orkmy and shetlan	It would have been closely related to the norn language of orkney and shetland.
common_voice_en_41682644_resampled.wav	Poppyright holders have the right to control adaptations for the preparation of derivative works	"Copyright holders have the right to control adaptations, or the preparation of ""derivative works""."
common_voice_en_41682645_resampled.wav	The following are some of the ingredients typically found in commercial hair wax products	The following are some of the ingredients typically found in commercial hair wax products.
common_voice_en_41682646_resampled.wav	There is some discrepancy in how this township came to be known as wyndham	There is some discrepancy in how this township came to be known as windham.
common_voice_en_41682647_resampled.wav	When day is an aboriginal word meaning scene of a fight	"Windang is an aboriginal word meaning ""scene of a fight""."
common_voice_en_41682648_resampled.wav	I cannot ever live without her	I cannot ever live without her.
common_voice_en_41682654_resampled.wav	The pattern number of questions and duration have seen considerable variations over the years	The pattern, number of questions and duration have seen considerable variations over the years.
common_voice_en_41682655_resampled.wav	The laboratory is located in a wooded site in the berkeley hills	The laboratory is located in a wooded site in the berkeley hills.
common_voice_en_41682656_resampled.wav	It appears to be okt during breast feeding	It appears to be okay during breastfeeding.
common_voice_en_41682657_resampled.wav	He later moved to perth in australia	He later moved to perth in australia.
common_voice_en_41682658_resampled.wav	They're used to me not telling them my reasons for anything	They’re used to me not telling them my reasons for anything.
common_voice_en_41682659_resampled.wav	The following year andersen toured america canada australia and hawaii	The following year, anderson toured america, canada, australia, and hawaii.
common_voice_en_41682660_resampled.wav	Spain's american colonies took advantage of the postwar chaos to proclaim their independence	Spain's american colonies took advantage of the postwar chaos to proclaim their independence.
common_voice_en_41682661_resampled.wav	This year a new scoring system was implemented	This year a new scoring system was implemented.
common_voice_en_41682662_resampled.wav	They had called for an across the board application of life sentences	The had called for an across the board application of life sentences.
common_voice_en_41682663_resampled.wav	It is dedicated to the railroads of arizona and the southern united states	It is dedicated to the railroads of arizona and the southwestern united states.
common_voice_en_41682664_resampled.wav	We believed in what we were doing giving up was not an option	We believed in what we were doing...giving up was not an option.
common_voice_en_41682665_resampled.wav	Is now a senior's residence john gibson house	It is now a seniors' residence, john gibson house.
common_voice_en_41682666_resampled.wav	For the events of the crusade itself some consider richard to be poor authority	For the events of the crusade itself, some consider richard to be poor authority.
common_voice_en_41682667_resampled.wav	It was translated into danish	It was translated into danish.
common_voice_en_41682668_resampled.wav	The tables are sortible	The tables are sortable.
common_voice_en_41682689_resampled.wav	For the same reasons he later went to england	For the same reasons he later went to england.
common_voice_en_41682690_resampled.wav	It continued farward to the boau and supported the ship's purtype pram	It continued forward to the bow and supported the ship's spur-type ram.
common_voice_en_41682691_resampled.wav	It could go from a mid temple to a very phos rhythm	It could go from a mid tempo to a very fast rhythm.
common_voice_en_41682692_resampled.wav	Jackson spent the fust four seasons with his quardigear carrier at rudgar's	Jackson spent the first four seasons of his collegiate career at rutgers.
common_voice_en_41682693_resampled.wav	Tubasiti is solved by tubasiti erport	Tuba city is served by the tuba city airport.
common_voice_en_41682853_resampled.wav	Fard off the house is the office of society's totient council	Part of the house is the office of the society’s docent council.
common_voice_en_41682854_resampled.wav	Multimode fibres may be constructed with either created or astepindex profile	Multi-mode fibers may be constructed with either graded or step-index profile.
common_voice_en_41682855_resampled.wav	In its final shision the league has twelve team split into three divisons	In its final season the league had twelve teams split into three divisions.
common_voice_en_41682856_resampled.wav	He had wone at bat for the morlins and stuck out on three pitchers	He had one at bat for the marlins and struck out on three pitches.
common_voice_en_41682857_resampled.wav	Some off backistand stop his schools offor discourse	Some of pakistan's top schools offers this course.
common_voice_en_41682908_resampled.wav	Cora ishant parodis robert atem you eir	Coronas are efficient producers of ozone in air.
common_voice_en_41682909_resampled.wav	The tair was nicking her with tertar man	The team is nicknamed the orchard men.
common_voice_en_41682910_resampled.wav	The arats are puras et e pest on a fligts the  pira sit	Thayet's appearance is based on a friend of pierce's.
common_voice_en_41682911_resampled.wav	Heas brorlong her over the farmhurkaway and pow rinkem anisue how are they widnap	His brother-in-law is former queens park rangers manager harry redknapp.
common_voice_en_41682912_resampled.wav	Tis caphasian irland rafrom da ecoute waits to bee an amtyacas	The stop has an island platform that can be reached via an underpass.
common_voice_en_41682913_resampled.wav	Mino proit was neb hoftar morver fom lui merswogin	This minor planet was named after morpheus from greek mythology.
common_voice_en_41682914_resampled.wav	Sammachu ryan your braying the inside boxes	Some children enjoy playing inside boxes.
common_voice_en_41682915_resampled.wav	At wershal dis mion rese coled biquiotuso veryol prosperity	Exploitation of this mineral wealth could be key to the region's prosperity.
common_voice_en_41682916_resampled.wav	Gone bot te lag righty up to ironger reques te pocetia of sam fes he could to lego o batery	Converting the rake ratio to an angle requires the application of some basic trigonometry.
common_voice_en_41682917_resampled.wav	It was notfit bo gula fueme a ink an petermud i sound omangle	It was directed by crea fama inc and filmed in santo domingo.
common_voice_en_41682918_resampled.wav	Dasel mate letter rethrusted at tha set of numbers and the sembob	The signals are represented as a set of numbers and symbols.
common_voice_en_41682919_resampled.wav	The rest of its pornisho eternity it  e torned back as its house	The rest of the spanish retreated in disorder back to the south.
common_voice_en_41682920_resampled.wav	He afaci o knower with the ubrans the air	He succeeds only with oberon's aid.
common_voice_en_41682921_resampled.wav	Teer ditand e var rafina	They were designed by ralph knott.
common_voice_en_41682922_resampled.wav	Darshida wer peruga at a minstrel itself independenc erias the haescor and baredas an	The city of iligan administers itself independently as a highly urbanized city.
common_voice_en_41682923_resampled.wav	A ceka shot on the ryam roar slightly bruid	African shouts and rhythms were also included.
common_voice_en_41682924_resampled.wav	The cutterriver started the contrruction of the borde	The cathedral started construction on this very date.
common_voice_en_41682925_resampled.wav	His dan monder of great laugh	His death was a great loss.
common_voice_en_41682926_resampled.wav	Buring amid the treatur of the gas with the shemering rods and  esturning rapes	Bring me the children of the gods with healing words and understanding lips.
common_voice_en_41682927_resampled.wav	You ding roras detemper the more cabinics oal abiro	Using fluorescent samples more techniques are available.
common_voice_en_41682928_resampled.wav	Dir is an perardi de rpassel for zat who was allbut saying balic is ha comev a	There is an hereditary patron for the church of saint blaise, haccombe.
common_voice_en_41682929_resampled.wav	Geadoro ar infurious to be cruch camado fromanco guitar at prayene	Jones was also influenced by classical and flamenco guitar playing.
common_voice_en_41682930_resampled.wav	Here hard senar erth an aggret mother of my edmand and for the mother	He has held senior roles in elite model management and ford models.
common_voice_en_41682931_resampled.wav	Ba shille ritle lickny	But she’s a real little fool.
common_voice_en_41682932_resampled.wav	Te sangahava describes the prae to gad and the deham of pri	"The song ""hosanna"" describes a prayer to god, and is a hymn of praise."
common_voice_en_41682933_resampled.wav	Erde an an rugger of the prentos the caty on mogow arts catch wor drawans cat	"It is the analogue of the painter's cartoon, ""modello"", oil sketch or drawn sketch."
common_voice_en_41682934_resampled.wav	Being always ot in a teri lero sers rilleris shown red is ois ray mars if waa had being the efecte	In all, the initially ferocious rebellion lasted only three months before being defeated.
common_voice_en_41682935_resampled.wav	I he otonly pains tuieted by sabpach hed berage who is ercecty lisp branacesly te old beresh	It is administrated by sarpanch (head of village) who is elected representative of village.
common_voice_en_41682936_resampled.wav	Ye ar parlin jep apoto paecar and inlem maain e yo yea miss	They are found in the afrotropical and indomalayan realms.
